product_id,product_name,category,sub_category,price_per_unit,cost_per_unit
OFF-BI-10003452,"Acco Binding Machine, Economy",Office Supplies,Binders,51.09,18.71036903829038
OFF-ST-10002619,"Rogers Lockers, Blue",Office Supplies,Storage,211.62,179.54765013402525
OFF-AR-10003684,"BIC Sketch Pad, Fluorescent",Office Supplies,Art,49.92,17.686804615798753
TEC-CIS-10000758,"Cisco Smart Phone, Full Size",Technology,Phones,652.68,26.83976596518333
OFF-SU-10003115,"Acme Scissors, Serrated",Office Supplies,Supplies,22.14,2.414209840049432
TEC-APP-10004584,"Apple Office Telephone, VoIP",Technology,Phones,65.37,16.425088212116638
OFF-BI-10004120,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,31.95,22.434498735351124
OFF-AR-10000804,"Binney & Smith Markers, Water Color",Office Supplies,Art,18.18,6.360072983139082
OFF-ST-10004550,"Fellowes Folders, Wire Frame",Office Supplies,Storage,25.47,7.550871497859903
FUR-CH-10002316,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,61.62,8.945353786706352
TEC-PH-10002799,"Apple Audio Dock, Full Size",Technology,Phones,168.18,92.02400642424828
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,332.95,90.33300796745911
FUR-BO-10003779,"Ikea Library with Doors, Traditional",Furniture,Bookcases,363.39,19.198088963117822
FUR-FU-10000368,"Deflect-O Frame, Durable",Furniture,Furnishings,107.07,5.077464677133267
TEC-ENE-10004520,"Enermax Mouse, Erganomic",Technology,Accessories,38.1,29.044114696140845
FUR-OFF-10001552,"Office Star Bag Chairs, Set of Two",Furniture,Chairs,57.69,54.73329109754906
OFF-BI-10004220,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,29.16,0.3312398413792728
OFF-SU-10000157,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,119.31,67.5590301164899
FUR-CH-10002468,"Hon Rocking Chair, Adjustable",Furniture,Chairs,133.11,18.159460800868597
OFF-AP-10000672,"KitchenAid Stove, White",Office Supplies,Appliances,568.29,23.348605092581348
OFF-AVE-10003549,"Avery Binding Machine, Recycled",Office Supplies,Binders,49.2,10.167576515818698
TEC-AC-10004117,"Logitech Flash Drive, Programmable",Technology,Accessories,32.01,12.750878047951328
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,34.95,11.077733047896384
FUR-CH-10002410,"Office Star Rocking Chair, Red",Furniture,Chairs,140.91,30.00120058417309
TEC-CO-10001342,"HP Wireless Fax, Digital",Technology,Copiers,359.85,22.90543919557086
OFF-EAT-10002122,"Eaton Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,49.32,11.283048591348788
TEC-CO-10000388,"Canon Fax Machine, Color",Technology,Copiers,213.22,45.6530560832607
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,150.98,7.67175324634708
OFF-AR-10001955,Newell 319,Office Supplies,Art,19.84,6.373087881840604
OFF-PA-10002464,"Green Bar Computer Printout Paper, Multicolor",Office Supplies,Paper,20.78,9.746331313585436
FUR-BO-10002782,"Safco Corner Shelving, Traditional",Furniture,Bookcases,99.64,14.888325596864364
OFF-PA-10004943,"Enermax Memo Slips, 8.5 x 11",Office Supplies,Paper,19.8,7.893907659974224
FUR-FU-10000159,"Advantus Frame, Erganomic",Furniture,Furnishings,73.16,13.811948783721155
OFF-EN-10002104,"Cameo Mailers, with clear poly window",Office Supplies,Envelopes,41.7,29.03346766556715
FUR-HON-10001558,"Hon Swivel Stool, Black",Furniture,Chairs,161.22,44.82216636848413
FUR-CH-10002872,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,463.92,34.30390548875189
OFF-AP-10001876,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances,46.36,3.8204042920790187
OFF-LA-10004919,"Smead Color Coded Labels, Alphabetical",Office Supplies,Labels,12.87,3.3338200787123404
TEC-CO-10004904,"Sharp Fax Machine, Digital",Technology,Copiers,196.86,99.1610965650698
FUR-CH-10001674,"Office Star Chairmat, Adjustable",Furniture,Chairs,68.31,2.0341808102380057
OFF-PA-10003878,"Enermax Cards & Envelopes, Premium",Office Supplies,Paper,47.1,13.31012237648834
FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",Furniture,Tables,516.93,29.02058200041995
OFF-SU-10000164,"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,23.1,0.856711484889337
TEC-CO-10004034,"Canon Fax Machine, High-Speed",Technology,Copiers,316.59,117.55906130948932
TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",Technology,Copiers,142.47,6.562307268636437
TEC-PH-10004237,"Nokia Office Telephone, with Caller ID",Technology,Phones,43.42,1.3388550551833174
TEC-STA-10000546,"StarTech Calculator, Red",Technology,Machines,37.11,0.04644498949878539
TEC-CO-10001037,"Hewlett Personal Copier, High-Speed",Technology,Copiers,94.98,41.49883332106084
TEC-CO-10002379,"Canon Copy Machine, Digital",Technology,Copiers,261.78,3.6891940789402065
TEC-AC-10004557,"Logitech Mouse, USB",Technology,Accessories,29.49,9.706088302448094
TEC-CO-10002242,"Brother Fax and Copier, Color",Technology,Copiers,192.93,18.341680152580885
OFF-BI-10004105,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,30.48,6.0880831038837595
TEC-ENE-10002744,"Enermax Numeric Keypad, Bluetooth",Technology,Accessories,57.54,1.1444063901808588
TEC-PH-10003481,"Apple Office Telephone, Full Size",Technology,Phones,66.57,19.471496659381113
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,411.21,31.030365627351678
OFF-ST-10000875,"Smead Shelving, Single Width",Office Supplies,Storage,48.96,23.282112546401383
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,19.31,1.6995219325469755
TEC-AC-10002712,"Enermax Keyboard, Erganomic",Technology,Accessories,54.18,17.03265857282016
FUR-BO-10004055,"Safco Corner Shelving, Metal",Furniture,Bookcases,148.92,25.817319793906822
TEC-CO-10000791,"Sharp Personal Copier, Laser",Technology,Copiers,120,5.574191519245975
FUR-NOV-10000123,"Novimex Rocking Chair, Red",Furniture,Chairs,131.43,40.848138716937356
TEC-PH-10001457,"Apple Smart Phone, Full Size",Technology,Phones,637.5,0.9970834030573471
OFF-HOO-10002920,"Hoover Stove, Black",Office Supplies,Appliances,567.9,72.54573906728464
TEC-KON-10004519,"Konica Card Printer, Red",Technology,Machines,172.32,28.95329782226049
FUR-BO-10001873,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,172.86,118.56790664743515
FUR-IKE-10002894,"Ikea Library with Doors, Traditional",Furniture,Bookcases,363.39,162.78651901647646
OFF-ST-10000078,"Eldon Trays, Single Width",Office Supplies,Storage,48,19.509265167495617
FUR-BO-10004926,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,168.84,55.51948094038464
OFF-PA-10003911,"Green Bar Cards & Envelopes, Premium",Office Supplies,Paper,32.26,7.443507766632472
OFF-EN-10003073,"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,19.5,2.4290423786375874
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,1699.99,687.6271595769027
OFF-ST-10001172,"Tennsco Lockers, Sand",Office Supplies,Storage,20.98,4.523416095267227
OFF-AR-10001418,"BIC Markers, Easy-Erase",Office Supplies,Art,26.7,6.140137506110694
OFF-STA-10000244,"Stanley Sketch Pad, Fluorescent",Office Supplies,Art,45.69,37.177398145321554
TEC-PH-10001014,"Cisco Speaker Phone, with Caller ID",Technology,Phones,138.48,41.71443414288583
TEC-PH-10003572,"Apple Office Telephone, VoIP",Technology,Phones,65.37,26.58003371986068
TEC-MA-10004408,"Konica Inkjet, Durable",Technology,Machines,311.85,195.72693207716773
TEC-HEW-10000365,"Hewlett Copy Machine, Laser",Technology,Copiers,263.31,224.3138408110196
FUR-BO-10002000,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,411.21,45.80778737127455
OFF-PA-10001492,"Enermax Note Cards, Premium",Office Supplies,Paper,29.91,21.3690615887419
TEC-PH-10003995,"Nokia Audio Dock, VoIP",Technology,Phones,166.83,12.93031672236159
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,149.99,0.1524278249274715
FUR-BO-10004483,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,171.69,8.338599371349806
TEC-CO-10001589,"Hewlett Wireless Fax, Digital",Technology,Copiers,253.22,20.62262372120239
OFF-ST-10001366,"Rogers Folders, Wire Frame",Office Supplies,Storage,29.76,4.901216804389291
OFF-BRE-10004436,"Breville Stove, Black",Office Supplies,Appliances,560.97,122.99812302652593
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,20.97,10.61550859848172
FUR-DAN-10004940,"Dania Classic Bookcase, Metal",Furniture,Bookcases,410.22,145.99818248809098
OFF-AP-10000934,"Hamilton Beach Stove, Black",Office Supplies,Appliances,541.77,310.3033966755579
FUR-FU-10001246,"Advantus Frame, Durable",Furniture,Furnishings,108.15,44.76143089424976
TEC-BRO-10003555,"Brother Ink, High-Speed",Technology,Copiers,145.5,3.426618400032183
TEC-PH-10003137,"Nokia Signal Booster, Cordless",Technology,Phones,139.35,9.872749841777532
TEC-CO-10001630,"Canon Personal Copier, Digital",Technology,Copiers,142.38,4.384656140529911
OFF-AR-10003066,"Sanford Markers, Water Color",Office Supplies,Art,26.43,2.243469439460294
OFF-ELD-10002199,"Eldon File Cart, Single Width",Office Supplies,Storage,128.37,0.21590676022236438
FUR-CHR-10004803,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,483.99,116.01516202085134
OFF-AP-10000584,"Breville Refrigerator, Silver",Office Supplies,Appliances,520.08,28.24942302930165
FUR-TA-10001642,"Lesro Round Table, Rectangular",Furniture,Tables,299.72,116.10956552846844
TEC-PH-10002035,"Samsung Smart Phone, Cordless",Technology,Phones,639,70.14702140717979
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,62.18,15.749379211380797
OFF-EN-10004744,"GlobeWeis Mailers, with clear poly window",Office Supplies,Envelopes,42.09,13.605862576502048
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,140.98,21.23507115186688
FUR-TA-10002982,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,169.46,38.50503902902459
OFF-TEN-10002835,"Tenex Lockers, Industrial",Office Supplies,Storage,204.63,2.2159987053733423
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,18.97,0.9415520158639515
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,95.43,11.76541797883372
OFF-AP-10002709,"Breville Coffee Grinder, White",Office Supplies,Appliances,40,28.209917516363134
TEC-CO-10004365,"HP Wireless Fax, Color",Technology,Copiers,361.65,28.585307082871722
OFF-PA-10004756,"SanDisk Cards & Envelopes, Multicolor",Office Supplies,Paper,49.83,5.791078802400399
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,79.99,2.163523956378972
FUR-BO-10001822,"Dania Library with Doors, Metal",Furniture,Bookcases,361.86,40.44520933323028
TEC-PAN-10000092,"Panasonic Inkjet, Red",Technology,Machines,309.24,13.626674289723317
TEC-CO-10003982,"HP Ink, High-Speed",Technology,Copiers,126.9,1.730802548439631
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,209.84,32.362492316839266
OFF-SU-10001879,"Acme Trimmer, High Speed",Office Supplies,Supplies,44.58,9.960758023904031
FUR-HAR-10004726,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,100.38,29.260528609354754
TEC-AC-10001705,"Logitech Keyboard, Bluetooth",Technology,Accessories,48.3,19.94630670904663
FUR-CH-10000026,"SAFCO Rocking Chair, Black",Furniture,Chairs,132.48,20.105979368555985
FUR-FU-10004139,"Tenex Photo Frame, Duo Pack",Furniture,Furnishings,34.6,28.40608704637602
OFF-ACC-10000102,"Acco Binding Machine, Clear",Office Supplies,Binders,50.55,2.338476132184528
OFF-SU-10004087,"Elite Scissors, Steel",Office Supplies,Supplies,21.93,4.660000739338728
FUR-ADV-10000600,"Advantus Clock, Duo Pack",Furniture,Furnishings,51.45,2.8181929843929643
FUR-CH-10004899,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,91.6,52.591049300636676
TEC-AC-10001100,"Logitech Router, Bluetooth",Technology,Accessories,247.32,81.80589748375947
OFF-HAM-10001107,"Hamilton Beach Refrigerator, Silver",Office Supplies,Appliances,500.88,107.06900616158376
FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furniture,Furnishings,43.65,16.687261659174233
TEC-CO-10002284,"Hewlett Copy Machine, Color",Technology,Copiers,265.11,30.587966728448052
OFF-AP-10003304,"Cuisinart Microwave, White",Office Supplies,Appliances,276.6,40.85229023688846
TEC-CO-10002571,"Hewlett Personal Copier, Digital",Technology,Copiers,95.94,28.014257515121223
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,227.55,31.10731597341914
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,530.95,109.08020084502635
TEC-CO-10004377,"Brother Fax Machine, High-Speed",Technology,Copiers,316.74,234.51130567668739
TEC-CO-10000172,"Hewlett Ink, Digital",Technology,Copiers,148.32,49.81439368960731
TEC-AC-10003659,"Memorex Memory Card, Programmable",Technology,Accessories,103.77,7.36686855718639
OFF-AR-10001291,"Sanford Canvas, Fluorescent",Office Supplies,Art,51.78,7.540397270911928
TEC-MA-10003986,"Konica Receipt Printer, Wireless",Technology,Machines,122.25,36.486736229760005
TEC-CO-10002857,"Sharp Fax and Copier, Color",Technology,Copiers,170.04,4.596256744102812
FUR-CH-10000213,"Hon Swivel Stool, Red",Furniture,Chairs,163.65,74.02231088556537
TEC-AC-10004068,"Memorex Memory Card, USB",Technology,Accessories,102.48,24.343235337887194
TEC-MA-10000345,"Konica Phone, Red",Technology,Machines,83.34,40.954648380014206
OFF-AP-10001503,"KitchenAid Microwave, Black",Office Supplies,Appliances,309.75,95.1732547774082
FUR-RUB-10004633,"Rubbermaid Stacking Tray, Durable",Furniture,Furnishings,25.14,8.118092122225065
OFF-BI-10000419,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,18.9,9.021822041472182
OFF-SU-10004119,"Acme Trimmer, Steel",Office Supplies,Supplies,29.32,2.4288013542182054
FUR-BO-10001370,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,438.51,371.42848675564653
TEC-CO-10002062,"Brother Personal Copier, Digital",Technology,Copiers,142.53,0.9699095186404744
OFF-AP-10002998,"KitchenAid Microwave, Red",Office Supplies,Appliances,206.88,50.46169902869498
OFF-XER-10004012,"Xerox Note Cards, Premium",Office Supplies,Paper,26.37,20.189431015894122
TEC-AC-10001948,"Belkin Numeric Keypad, USB",Technology,Accessories,37.04,7.805065500716071
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,479.99,271.7025817193723
FUR-CH-10001805,"Office Star Chairmat, Set of Two",Furniture,Chairs,68.07,25.52371688109091
OFF-SU-10004177,"Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies,37.14,1.1122200648902452
FUR-RUB-10001190,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,48.78,13.462111839891428
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,194.3,4.553096459306626
TEC-PH-10001725,"Motorola Speaker Phone, Cordless",Technology,Phones,132.63,28.912159124111383
TEC-MA-10004143,"Konica Calculator, Wireless",Technology,Machines,51.63,12.246866167721489
OFF-ST-10003741,"Smead Lockers, Blue",Office Supplies,Storage,132.28,33.731627603061796
OFF-ST-10002233,"Smead Trays, Single Width",Office Supplies,Storage,32.34,1.3637958399647991
OFF-BI-10000006,"Ibico Binder, Durable",Office Supplies,Binders,16.98,14.981053335971978
TEC-PH-10004631,"Cisco Audio Dock, with Caller ID",Technology,Phones,121.38,27.47745975457221
FUR-TA-10000022,"Hon Conference Table, Adjustable Height",Furniture,Tables,923.67,135.4446336267548
OFF-SAN-10004288,"Sanford Sketch Pad, Blue",Office Supplies,Art,45.48,8.34631521949641
TEC-PH-10003963,"Apple Signal Booster, Full Size",Technology,Phones,137.94,2.3606007626924597
TEC-MA-10003557,"Panasonic Inkjet, Durable",Technology,Machines,312.21,4.000405772849969
OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper,13.1,6.371031498541863
FUR-BO-10000035,"Dania Classic Bookcase, Pine",Furniture,Bookcases,412.11,39.628652259038525
OFF-BI-10001895,"Ibico Binding Machine, Economy",Office Supplies,Binders,34.28,7.293921842920013
OFF-EN-10003431,"Cameo Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,49.83,1.891360510125682
OFF-AP-10003912,"Hoover Blender, Silver",Office Supplies,Appliances,97.17,5.654156692068088
TEC-MA-10002780,"Okidata Inkjet, Wireless",Technology,Machines,314.22,39.45464199384909
TEC-AC-10001876,"Logitech Memory Card, USB",Technology,Accessories,69.06,34.89773087026856
OFF-PA-10003332,"Xerox Cards & Envelopes, Recycled",Office Supplies,Paper,44.88,25.074644878126776
TEC-SHA-10004184,"Sharp Personal Copier, High-Speed",Technology,Copiers,118.2,57.92354647173198
FUR-TA-10004134,"Barricks Training Table, with Bottom Storage",Furniture,Tables,212.2,114.76719536804167
OFF-ST-10001707,"Smead Shelving, Single Width",Office Supplies,Storage,48.96,12.59807529830107
OFF-ST-10003718,"Fellowes Shelving, Single Width",Office Supplies,Storage,38.58,10.848722970195924
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,25.98,7.7828216167185955
FUR-BO-10003323,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,114.24,10.414450971173723
TEC-CO-10003212,"HP Copy Machine, High-Speed",Technology,Copiers,162.46,7.348693032200651
OFF-SU-10001346,"Stiletto Shears, Steel",Office Supplies,Supplies,47.49,0.5951588376077197
FUR-CH-10004572,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,313.28,75.72673450222257
FUR-CH-10001831,"Novimex Rocking Chair, Set of Two",Furniture,Chairs,133.68,108.19840704440004
OFF-CUI-10000682,"Cuisinart Stove, Silver",Office Supplies,Appliances,539.04,10.271938566422104
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,66.99,12.046124240026248
OFF-AP-10000005,"KitchenAid Microwave, Red",Office Supplies,Appliances,310.32,65.0213687797761
FUR-FU-10001942,"Eldon Frame, Duo Pack",Furniture,Furnishings,116.31,23.95635761095988
TEC-STA-10002497,"StarTech Card Printer, White",Technology,Machines,161.91,50.423671495595094
TEC-PH-10003511,"Samsung Speaker Phone, Full Size",Technology,Phones,124.53,19.102166216598658
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,83.98,36.345714798369535
TEC-CO-10002674,"Sharp Fax and Copier, High-Speed",Technology,Copiers,166.8,4.929051363770433
OFF-ELD-10001318,"Eldon Lockers, Industrial",Office Supplies,Storage,198.39,6.30116738085756
TEC-MA-10003698,"Okidata Phone, White",Technology,Machines,85.26,0.8916615191979271
TEC-KON-10002052,"Konica Inkjet, Wireless",Technology,Machines,313.44,154.94653756582687
TEC-AC-10003265,"Belkin Router, Bluetooth",Technology,Accessories,258.75,77.59599060750215
FUR-SAF-10001136,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,170.43,17.670880949903022
OFF-SU-10000411,"Stiletto Box Cutter, Easy Grip",Office Supplies,Supplies,37.59,9.376043281205423
FUR-FU-10003886,"Tenex Photo Frame, Black",Furniture,Furnishings,34.56,19.466544742346187
OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,29.49,6.429659298978494
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,179.99,59.65042191829493
FUR-FU-10004811,"Eldon Door Stop, Erganomic",Furniture,Furnishings,48.78,4.017046541295848
OFF-ST-10001186,"Rogers Trays, Industrial",Office Supplies,Storage,62.16,11.108379713926297
FUR-CH-10000042,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,177.69,86.19851953550567
TEC-LOG-10001871,"Logitech Router, USB",Technology,Accessories,247.53,100.21208915229596
TEC-AC-10000530,"Logitech Memory Card, Bluetooth",Technology,Accessories,103.38,2.6772494590999427
OFF-AR-10003123,"Boston Canvas, Easy-Erase",Office Supplies,Art,35.94,6.417720476334978
FUR-CH-10000656,"Hon Swivel Stool, Adjustable",Furniture,Chairs,110.76,56.45833565062132
FUR-CH-10002782,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,469.92,142.03440159229746
TEC-OKI-10003868,"Okidata Printer, Wireless",Technology,Machines,268.5,97.90697989311295
TEC-PH-10002871,"Motorola Audio Dock, with Caller ID",Technology,Phones,115.58,44.6976299482329
OFF-WIL-10001801,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,27.99,7.7011807127435254
TEC-CO-10002065,"Hewlett Copy Machine, Laser",Technology,Copiers,175.54,54.93298098871237
FUR-BO-10000610,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,125.1,41.0779247990686
OFF-AR-10000475,"Sanford Canvas, Blue",Office Supplies,Art,50.52,11.361744174060586
TEC-PH-10004800,"Apple Headset, Full Size",Technology,Phones,74.55,20.259733783775896
TEC-MEM-10001436,"Memorex Memory Card, USB",Technology,Accessories,102.48,47.082115757434394
OFF-EN-10000755,"Ames Mailers, Recycled",Office Supplies,Envelopes,23.1,1.8817738460577382
OFF-AP-10004646,"Hoover Refrigerator, Black",Office Supplies,Appliances,350.46,178.20469590786735
OFF-PA-10003744,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper,18.09,6.331371260357247
OFF-AR-10003113,"Binney & Smith Pens, Blue",Office Supplies,Art,11.94,5.543164112690178
TEC-STA-10004536,"StarTech Inkjet, Wireless",Technology,Machines,301.77,52.78145262170169
TEC-AC-10001295,"Memorex Memory Card, Bluetooth",Technology,Accessories,102.27,32.82980341039911
FUR-BO-10004565,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,98.2,9.811443087386497
FUR-FU-10002502,"Eldon Light Bulb, Durable",Furniture,Furnishings,22.23,6.880001891087797
TEC-CO-10002283,"Brother Copy Machine, Color",Technology,Copiers,260.49,9.887531651418396
OFF-AP-10002360,"Cuisinart Blender, White",Office Supplies,Appliances,43.42,2.6077161006613614
OFF-AR-10002745,"BIC Canvas, Blue",Office Supplies,Art,35.8,0.1523448245216167
TEC-PH-10001063,"Samsung Speaker Phone, Full Size",Technology,Phones,83.02,43.14860044410476
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,63.94,4.3010184563507154
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,249.99,30.919460471257945
TEC-CO-10000222,"Sharp Fax and Copier, Color",Technology,Copiers,113.36,20.817823998659424
TEC-MA-10004198,"Panasonic Card Printer, White",Technology,Machines,172.23,71.87508245648483
OFF-TEN-10004194,"Tenex File Cart, Single Width",Office Supplies,Storage,134.61,6.2192568897161475
FUR-FU-10004579,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,44.01,16.683514223473214
TEC-CIS-10000791,"Cisco Audio Dock, Full Size",Technology,Phones,183.36,7.67419531341724
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,44.99,20.224160536424
TEC-MA-10003704,"StarTech Printer, Wireless",Technology,Machines,256.17,117.99011892012028
OFF-AP-10003558,"Hoover Refrigerator, White",Office Supplies,Appliances,524.4,63.68319116938688
TEC-PH-10004094,Motorola L703CM,Technology,Phones,155.99,25.481180688470655
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,48.92,31.95139904866244
TEC-PH-10004578,"Nokia Office Telephone, with Caller ID",Technology,Phones,65.13,8.28038014613875
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,104.01,20.740993379767783
FUR-CH-10000258,"Office Star Steel Folding Chair, Red",Furniture,Chairs,91.71,1.740986501887711
OFF-ST-10000560,"Fellowes Trays, Industrial",Office Supplies,Storage,38.58,9.275378955309025
OFF-AP-10001548,"Hoover Toaster, Silver",Office Supplies,Appliances,56.26,2.7479319362676224
TEC-OKI-10004464,"Okidata Printer, Red",Technology,Machines,265.65,73.86522912590321
TEC-PH-10004882,"Nokia Office Telephone, VoIP",Technology,Phones,65.22,13.560491182558785
TEC-MEM-10002202,"Memorex Router, USB",Technology,Accessories,246.42,92.82994709435798
TEC-PH-10003960,"Apple Speaker Phone, with Caller ID",Technology,Phones,123.3,0.002210847595456098
FUR-FU-10003217,"Tenex Frame, Durable",Furniture,Furnishings,107.01,12.297981217774758
TEC-CO-10004171,"Sharp Fax and Copier, Digital",Technology,Copiers,112.16,4.395682570443304
OFF-HOO-10004910,"Hoover Refrigerator, White",Office Supplies,Appliances,524.4,46.978731861329834
TEC-CO-10003420,"Sharp Wireless Fax, High-Speed",Technology,Copiers,236.08,44.13584390957385
TEC-CO-10001954,"Brother Wireless Fax, Laser",Technology,Copiers,378.81,0.4275781601831084
OFF-AR-10003630,"Stanley Sketch Pad, Easy-Erase",Office Supplies,Art,44.7,35.28632267506344
TEC-MA-10001570,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,Machines,96.45,48.084557251167595
TEC-CO-10002686,"Hewlett Fax Machine, Laser",Technology,Copiers,319.92,80.5247230100313
TEC-AC-10000089,"SanDisk Router, Bluetooth",Technology,Accessories,256.35,97.68302197387533
OFF-AR-10001162,"BIC Pencil Sharpener, Blue",Office Supplies,Art,29.01,27.485567389880327
TEC-PH-10004389,Nokia Lumia 925,Technology,Phones,125.99,15.606755967829594
TEC-PH-10002292,"Cisco Signal Booster, Full Size",Technology,Phones,102.08,3.8260028467114906
OFF-ST-10002271,"Rogers Shelving, Wire Frame",Office Supplies,Storage,61.2,4.558806385482097
TEC-CO-10000915,"Hewlett Ink, High-Speed",Technology,Copiers,97.92,32.28178625749613
TEC-AC-10004334,"Belkin Memory Card, USB",Technology,Accessories,76.68,39.229976461104734
OFF-SAN-10001237,"SanDisk Cards & Envelopes, Premium",Office Supplies,Paper,48.42,10.69576983955382
OFF-PA-10003303,"Xerox Computer Printout Paper, Multicolor",Office Supplies,Paper,27.75,8.512924158034973
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,39.99,13.119997511515328
TEC-AC-10003857,"Memorex Keyboard, Programmable",Technology,Accessories,48.56,4.268045796028588
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,159.31,4.076972325683742
TEC-PH-10004714,"Motorola Office Telephone, VoIP",Technology,Phones,71.85,2.137858032650803
TEC-PH-10001070,"Samsung Headset, VoIP",Technology,Phones,73.29,23.127612343222406
TEC-PH-10004144,"Apple Speaker Phone, Full Size",Technology,Phones,124.59,7.616857166649915
OFF-AP-10000172,"Cuisinart Toaster, Silver",Office Supplies,Appliances,54.21,29.672889139827006
OFF-BI-10002632,"Acco Binding Machine, Recycled",Office Supplies,Binders,51.45,32.30676033717553
OFF-SME-10001745,"Smead Shelving, Blue",Office Supplies,Storage,48.93,26.45794237463022
OFF-AP-10001824,"Breville Stove, Silver",Office Supplies,Appliances,562.29,231.2097401589266
TEC-BRO-10004802,"Brother Fax Machine, High-Speed",Technology,Copiers,316.74,26.545639780575158
